image	annotation	label_x	label_y	method	valid_response	label
cat/cat_12s.jpg	stone		wall	manual	True	wall
gun/gun_12s.jpg	man	man			True	man
helicopter/helicopter_25s.jpg	clouds 	cloud			True	cloud
game/game_12s.jpg	penguins	penguin			True	penguin
bandage/bandage_12s.jpg	arm	arm			True	arm
graffiti/graffiti_17s.jpg	basketball hoop	basketball_hoop			True	basketball_hoop
watch/watch_13s.jpg	arm	arm			True	arm
sewing_kit/sewing_kit_12s.jpg	thread	thread			True	thread
chest2/chest2_12s.jpg	pillows	pillow			True	pillow
chalice/chalice_12s.jpg	table	table			True	table
woman/woman_12s.jpg	stairs	stair			True	stair
football_helmet/football_helmet_12s.jpg	baseball helmet		desk	manual	True	desk
horseshoe/horseshoe_12s.jpg	wall	wall			True	wall
beer/beer_12s.jpg	mug	mug			True	mug
footbath/footbath_12s.jpg	foot	foot			True	foot
trumpet/trumpet_12s.jpg	gfd		hand	manual	True	hand
hula_hoop/hula_hoop_12s.jpg	hula hoop	hula_hoop			True	hula_hoop
tray/tray_12s.jpg	book	book			True	book
leggings/leggings_12s.jpg	sneakers		shoe	manual	True	shoe
soda_fountain/soda_fountain_12s.jpg	words		INVALID	manual	True	INVALID
gauze/gauze_12s.jpg	human hand		hand	manual	True	hand
beaver/beaver_12s.jpg	sw 		snow	manual	True	snow
spoon/spoon_12s.jpg	table	table			True	table
projector/projector_12s.jpg	table	table			True	table
knot/knot_12s.jpg	kt		INVALID	manual	True	INVALID
hippopotamus/hippopotamus_12s.jpg	water		grass	manual	True	grass
snorkel/snorkel_12s.jpg	pool		man	manual	True	man
dragonfly/dragonfly_13s.jpg	leaf	leaf			True	leaf
hotdog/hotdog_12s.jpg	buns	bun			True	bun
hedgehog/hedgehog_12s.jpg	grass	grass			True	grass
robot/robot_12s.jpg	computers	computer			True	computer
wig/wig_13s.jpg	bust		mannequin	manual	True	mannequin
lock/lock_12s.jpg	door	door			True	door
blimp/blimp_12s.jpg	sky		INVALID	manual	True	INVALID
puck/puck_12s.jpg	ice	ice			True	ice
donut/donut_15s.jpg	sprinkles		INVALID	manual	True	INVALID
umbrella/umbrella_12s.jpg	person in black coat		woman	manual	True	woman
bullet/bullet_12n.jpg	bullet	bullet			True	bullet
elbow/elbow_12s.jpg	arm	arm			True	arm
horse/horse_17s.jpg	grass	grass			True	grass
mistletoe/mistletoe_12s.jpg	leaf	leaf			True	leaf
girl/girl_12s.jpg	uniform	uniform			True	uniform
drawer/drawer_13s.jpg	kb		INVALID	manual	True	INVALID
antenna/antenna_12s.jpg	pole	pole			True	pole
tomato/tomato_12s.jpg	wood	wood			True	wood
tongue/tongue_12s.jpg	person		face	manual	True	face
pantyhose/pantyhose_12s.jpg	box	box			True	box
bucket/bucket_12s.jpg	table	table			True	table
rattle/rattle_12s.jpg	blanket	blanket			True	blanket
manatee/manatee_12s.jpg	sea		INVALID	manual	True	INVALID
okra/okra_12s.jpg	buds		grass	manual	True	grass
kebab/kebab_12n.jpg	grill	grill			True	grill
burrito/burrito_12s.jpg	tin foil		plate	manual	True	plate
mandolin/mandolin_12s.jpg	floor		wood	manual	True	wood
gearshift/gearshift_12n.jpg	console		INVALID	manual	True	INVALID
cheetah/cheetah_12s.jpg	grass	grass			True	grass
chest1/chest1_12s.jpg	muscles		INVALID	manual	True	INVALID
breadstick/breadstick_12s.jpg	paper wrapper		paper_bag	manual	True	paper_bag
speaker/speaker_16s.jpg	backdrop	backdrop			True	backdrop
dress/dress_12s.jpg	hanger	hanger			True	hanger
kimono/kimono_12s.jpg	lamp	lamp			True	lamp
sword/sword_12s.jpg	dagger	dagger			True	dagger
sundae/sundae_12s.jpg	ne		glass	manual	True	glass
canvas/canvas_12s.jpg	frame	frame			True	frame
pea/pea_12s.jpg	pea pod		bowl	manual	True	bowl
doormat/doormat_12s.jpg	vases	vase			True	vase
bench/bench_16n.jpg	sidewalk		INVALID	manual	True	INVALID
lobster/lobster_12s.jpg	dock		wood	manual	True	wood
toucan/toucan_12s.jpg	toco toucan		leaf	manual	True	leaf
hippopotamus/hippopotamus_16s.jpg	ground		sand	manual	True	sand
phone/phone_12s.jpg	plug	plug			True	plug
tarp/tarp_12s.jpg	buckets	bucket			True	bucket
viewfinder/viewfinder_12s.jpg	viewfinder	viewfinder			True	viewfinder
footrest/footrest_12s.jpg	leg rest		leg	manual	True	leg
toilet_paper/toilet_paper_12s.jpg	holder		INVALID	manual	True	INVALID
camcorder/camcorder_12s.jpg	hand	hand			True	hand
broccoli/broccoli_12s.jpg	plate	plate			True	plate
wallet/wallet_12s.jpg	finger	finger			True	finger
seesaw/seesaw_12s.jpg	kids		girl	manual	True	girl
apple/apple_12s.jpg	tree	tree			True	tree
moth/moth_12n.jpg	leaf 	leaf			True	leaf
pocket/pocket_12s.jpg	jacket	jacket			True	jacket
peach/peach_12s.jpg	tablecloth	tablecloth			True	tablecloth
donut/donut_12s.jpg	cake	cake			True	cake
microphone/microphone_12s.jpg	cords	cord			True	cord
donkey/donkey_12s.jpg	donkey	donkey			True	donkey
submarine/submarine_12s.jpg	ocean		cloud	manual	True	cloud
limousine/limousine_12s.jpg	sky		INVALID	manual	True	INVALID
clarinet/clarinet_12s.jpg	sheet music		INVALID	manual	True	INVALID
guardrail/guardrail_12s.jpg	trees	tree			True	tree
goalpost/goalpost_12s.jpg	sky		fence	manual	True	fence
carrot/carrot_12s.jpg	stems	stem			True	stem
christmas_tree/christmas_tree_12s.jpg	room		curtain	manual	True	curtain
pretzel/pretzel_12s.jpg	cutting board	cutting_board			True	cutting_board
beet/beet_12s.jpg	cutting board	cutting_board			True	cutting_board
wrench/wrench_12n.jpg	green background		INVALID	manual	True	INVALID
hip/hip_12s.jpg	belt	belt			True	belt
trowel/trowel_12s.jpg	measuring tape		tape_measure	manual	True	tape_measure
popsicle/popsicle_12s.jpg	strawberry	strawberry			True	strawberry
couch/couch_12s.jpg	ottoman	ottoman			True	ottoman
parsley/parsley_12n.jpg	cilantro	cilantro			True	cilantro
chipmunk/chipmunk_16n.jpg	bark	bark			True	bark
rhubarb/rhubarb_12s.jpg	leaves		crate	manual	True	crate
sonogram/sonogram_12s.jpg	baby	baby			True	baby
walker1/walker1_12s.jpg	towel 	towel			True	towel
barnacle/barnacle_12n.jpg	color		INVALID	manual	True	INVALID
stiletto/stiletto_12s.jpg	white surface		INVALID	manual	True	INVALID
cannon/cannon_12n.jpg	grass	grass			True	grass
ball/ball_12s.jpg	ball pen		cage	manual	True	cage
bobsled/bobsled_14s.jpg	racer		man	manual	True	man
cufflink/cufflink_12s.jpg	cuff link	cufflink			True	cufflink
lightbulb/lightbulb_12s.jpg	filaments 		INVALID	manual	True	INVALID
monkey/monkey_18n.jpg	grass	grass			True	grass
easel/easel_12s.jpg	books	book			True	book
tongs/tongs_12s.jpg	sushi mat		mat	manual	True	mat
urinal/urinal_13s.jpg	ne		wall	manual	True	wall
grate/grate_12s.jpg	wood	wood			True	wood
squirrel/squirrel_12n.jpg	bird feeder		wood	manual	True	wood
odometer/odometer_12s.jpg	odometer	odometer			True	odometer
walrus/walrus_12s.jpg	0		rock	manual	True	rock
slingshot/slingshot_12s.jpg	pellets		bag	manual	True	bag
starfish/starfish_15n.jpg	ocean floor		INVALID	manual	True	INVALID
grenade/grenade_12s.jpg	hand	hand			True	hand
hammer/hammer_12s.jpg	flower petals		petal	manual	True	petal
leopard/leopard_12s.jpg	grass	grass			True	grass
lime/lime_12s.jpg	box	box			True	box
grapefruit/grapefruit_12s.jpg	table	table			True	table
crate/crate_12s.jpg	divider		INVALID	manual	True	INVALID
silverware/silverware_12s.jpg	spoons	spoon			True	spoon
bike/bike_14s.jpg	parking lot		INVALID	manual	True	INVALID
whip/whip_14s.jpg	boards	board			True	board
rifle/rifle_12n.jpg	coat sleeve		coat	manual	True	coat
birdcage/birdcage_12s.jpg	birds	bird			True	bird
groundhog/groundhog_12n.jpg	rock	rock			True	rock
lion/lion_12s.jpg	sticks	stick			True	stick
sea_urchin/sea_urchin_12s.jpg	sea floor		grass	manual	True	grass
whisk/whisk_12s.jpg	pinecones	pinecone			True	pinecone
vase/vase_12n.jpg	wall	wall			True	wall
tuxedo/tuxedo_12s.jpg	jacket	jacket			True	jacket
prism/prism_12s.jpg	fingers	finger			True	finger
oar/oar_12s.jpg	head		hair	manual	True	hair
handcuff/handcuff_12s.jpg	hands	hand			True	hand
t-shirt/t-shirt_12s.jpg	advertisement 		wood	manual	True	wood
drill/drill_12s.jpg	table	table			True	table
egg/egg_12s.jpg	bowl	bowl			True	bowl
beaver/beaver_13n.jpg	stick	stick			True	stick
garbage/garbage_12s.jpg	bags	bag			True	bag
jukebox/jukebox_12n.jpg	wall	wall			True	wall
ant/ant_12s.jpg	leaf	leaf			True	leaf
tent/tent_12s.jpg	sw		snow	manual	True	snow
bell/bell_12s.jpg	tree	tree			True	tree
onion/onion_12n.jpg	counter 	counter			True	counter
anteater/anteater_12s.jpg	grass	grass			True	grass
velcro/velcro_12s.jpg	box	box			True	box
shredder/shredder_13s.jpg	thing		wood	manual	True	wood
uniform/uniform_12s.jpg	mannequin	mannequin			True	mannequin
banana/banana_13s.jpg	plate	plate			True	plate
pothole/pothole_12n.jpg	water		INVALID	manual	True	INVALID
napkin_ring/napkin_ring_12s.jpg	silver wedding band		wood	manual	True	wood
bungee/bungee_12s.jpg	table	table			True	table
map/map_12s.jpg	roofs		brick	manual	True	brick
dresser/dresser_12n.jpg	wall	wall			True	wall
blowtorch/blowtorch_12n.jpg	hand	hand			True	hand
drain/drain_12s.jpg	gravel	gravel			True	gravel
lemon/lemon_12s.jpg	whole lemons		INVALID	manual	True	INVALID
padlock/padlock_12s.jpg	chain	chain			True	chain
spider/spider_12n.jpg	web		INVALID	manual	True	INVALID
streetlight/streetlight_12s.jpg	sky		INVALID	manual	True	INVALID
bulldozer/bulldozer_12s.jpg	dirt		INVALID	manual	True	INVALID
aluminum_foil/aluminum_foil_12s.jpg	table	table			True	table
turtle/turtle_12s.jpg	ocean		INVALID	manual	True	INVALID
barrel/barrel_12s.jpg	fence	fence			True	fence
clipboard/clipboard_14s.jpg	hand	hand			True	hand
rollerblade/rollerblade_12s.jpg	legs	leg			True	leg
seagull/seagull_12s.jpg	ocean		wood	manual	True	wood
starfish/starfish_12s.jpg	tentacles		rock	manual	True	rock
scallion/scallion_12s.jpg	cutting board	cutting_board			True	cutting_board
pepper1/pepper1_12s.jpg	mortar and pestle		bowl	manual	True	bowl
mushroom/mushroom_12n.jpg	grass	grass			True	grass
altar/altar_13s.jpg	cross	cross			True	cross
otter/otter_12s.jpg	tree branch		tree	manual	True	tree
lasagna/lasagna_12s.jpg	fork 	fork			True	fork
chair/chair_12s.jpg	floor		wall	manual	True	wall
bread/bread_12s.jpg	flour 	flour			True	flour
weasel/weasel_12s.jpg	gravel sand		INVALID	manual	True	INVALID
shrimp/shrimp_12s.jpg	plate	plate			True	plate
cashew/cashew_12s.jpg	bowl	bowl			True	bowl
crank/crank_16s.jpg	crank	crank			True	crank
gel/gel_12s.jpg	container	container			True	container
tortilla/tortilla_12s.jpg	fork	fork			True	fork
omelet/omelet_12s.jpg	mushrooms	mushroom			True	mushroom
saltshaker/saltshaker_12s.jpg	table top		INVALID	manual	True	INVALID
mosquito_net/mosquito_net_12s.jpg	pillow	pillow			True	pillow
koala/koala_12s.jpg	tree branch		tree_trunk	manual	True	tree_trunk
net/net_12s.jpg	sky		INVALID	manual	True	INVALID
punching_bag/punching_bag_12s.jpg	building		bush	manual	True	bush
saddle/saddle_12s.jpg	saddle blanket		grass	manual	True	grass
jam/jam_15s.jpg	cherries		spoon	manual	True	spoon
camel/camel_12s.jpg	hills		sand	manual	True	sand
tiramisu/tiramisu_12s.jpg	berries		fork	manual	True	fork
alligator/alligator_12s.jpg	rocks	rock			True	rock
dough/dough_12s.jpg	flour	flour			True	flour
radish/radish_12s.jpg	leaves		leaf	manual	True	leaf
bench/bench_12s.jpg	bushes		grass	manual	True	grass
cane/cane_12s.jpg	carpet		INVALID	manual	True	INVALID
screwdriver/screwdriver_12s.jpg	wire tester		wood	manual	True	wood
spout/spout_12s.jpg	ne		wall	manual	True	wall
razor/razor_12s.jpg	disposable razor		INVALID	manual	True	INVALID
jam/jam_12s.jpg	jam	jam			True	jam
icicle/icicle_12s.jpg	sw		snow	manual	True	snow
mascara/mascara_12s.jpg	fingernails		face	manual	True	face
mosquito/mosquito_12s.jpg	human flesh		skin	manual	True	skin
jar/jar_12s.jpg	uytr		handle	manual	True	handle
hand/hand_12s.jpg	hands	hand			True	hand
boy/boy_12s.jpg	tree	tree			True	tree
lawnmower/lawnmower_12s.jpg	get free shipping on qualified walk behind mower lawn mowers or buy online pick up in store today in the outdoors department		INVALID	manual	True	INVALID
blazer/blazer_12s.jpg	undershirt	undershirt			True	undershirt
wolf/wolf_12n.jpg	sw		snow	manual	True	snow
table/table_12s.jpg	curtain	curtain			True	curtain
tractor/tractor_12s.jpg	tires		grass	manual	True	grass
elephant/elephant_12n.jpg	grass	grass			True	grass
avocado/avocado_12s.jpg	avocado pits		INVALID	manual	True	INVALID
nacho/nacho_12s.jpg	plate	plate			True	plate
cheese/cheese_12s.jpg	rind		wood	manual	True	wood
pillow/pillow_12s.jpg	wall	wall			True	wall
thermos/thermos_12s.jpg	lid	lid			True	lid
refrigerator/refrigerator_12s.jpg	ne		closet	manual	True	closet
streetlight/streetlight_13s.jpg	sky		tree	manual	True	tree
kale/kale_12s.jpg	soil		INVALID	manual	True	INVALID
boxer_shorts/boxer_shorts_12s.jpg	mannequin	mannequin			True	mannequin
closet/closet_12s.jpg	drawers	drawer			True	drawer
microscope/microscope_12s.jpg	person		hand	manual	True	hand
touchpad/touchpad_12s.jpg	keyboard	keyboard			True	keyboard
mast/mast_12s.jpg	flag	flag			True	flag
eyedropper/eyedropper_12s.jpg	hand	hand			True	hand
rhinoceros/rhinoceros_12s.jpg	trees grass		grass	manual	True	grass
ferret/ferret_12s.jpg	grassland 		grass	manual	True	grass
raspberry/raspberry_12s.jpg	hand	hand			True	hand
polaroid/polaroid_12s.jpg	plaid boxers		shirt	manual	True	shirt
shaving_cream/shaving_cream_12s.jpg	can	can			True	can
helicopter/helicopter_12s.jpg	sky		grass	manual	True	grass
eggplant/eggplant_12s.jpg	leaves		leaf	manual	True	leaf
train/train_12n.jpg	sky		grass	manual	True	grass
plastic_film/plastic_film_12s.jpg	plastic wrap		vegetable	manual	True	vegetable
peach/peach_14n.jpg	leaves		leaf	manual	True	leaf
man/man_12s.jpg	blazer	blazer			True	blazer
thumbtack/thumbtack_12s.jpg	floor		INVALID	manual	True	INVALID
balloon/balloon_12s.jpg	party		door	manual	True	door
punch1/punch1_12s.jpg	ladle	ladle			True	ladle
lip_balm/lip_balm_12s.jpg	lips		mouth	manual	True	mouth
bottle/bottle_12s.jpg	counter 	counter			True	counter
satellite_dish/satellite_dish_12s.jpg	antana		INVALID	manual	True	INVALID
pastry/pastry_12s.jpg	plates	plate			True	plate
ruler/ruler_12s.jpg	rulers	ruler			True	ruler
joystick/joystick_14s.jpg	grid		INVALID	manual	True	INVALID
quill/quill_15s.jpg	wood	wood			True	wood
giraffe/giraffe_12s.jpg	tree	tree			True	tree
corn/corn_12s.jpg	wood	wood			True	wood
pocketknife/pocketknife_12s.jpg	wood	wood			True	wood
truck/truck_12s.jpg	wheels	wheel			True	wheel
face/face_12s.jpg	girl	girl			True	girl
dolly/dolly_12s.jpg	ladder	ladder			True	ladder
llama/llama_12s.jpg	house		grass	manual	True	grass
stair/stair_12s.jpg	railing	railing			True	railing
pudding/pudding_12s.jpg	cookies	cookie			True	cookie
cellphone/cellphone_12s.jpg	hand	hand			True	hand
kazoo/kazoo_14s.jpg	table	table			True	table
carousel/carousel_12s.jpg	horse	horse			True	horse
meat_grinder/meat_grinder_12s.jpg	meat	meat			True	meat
skunk/skunk_12s.jpg	grass	grass			True	grass
boa/boa_13s.jpg	ne		INVALID	manual	True	INVALID
bobsled/bobsled_12s.jpg	driver		man	manual	True	man
buggy/buggy_12s.jpg	palm		INVALID	manual	True	INVALID
dress/dress_13s.jpg	polka dots		INVALID	manual	True	INVALID
mousetrap/mousetrap_14s.jpg	insulation		wood	manual	True	wood
ashtray/ashtray_14n.jpg	chain	chain			True	chain
egg_roll/egg_roll_12n.jpg	corn	corn			True	corn
blanket/blanket_12s.jpg	wood floor		wood	manual	True	wood
mousse/mousse_12s.jpg	bowl	bowl			True	bowl
mosquito_net/mosquito_net_13s.jpg	bed	bed			True	bed
pancake/pancake_12s.jpg	blueberry 	blueberry			True	blueberry
subway/subway_12s.jpg	subway tunnel		INVALID	manual	True	INVALID
dustpan/dustpan_12s.jpg	brush	brush			True	brush
bear/bear_12s.jpg	black bear and grass		grass	manual	True	grass
tamale/tamale_16s.jpg	steamer		strainer	manual	True	strainer
car/car_12s.jpg	ocean		INVALID	manual	True	INVALID
soy_sauce/soy_sauce_12s.jpg	cup	cup			True	cup
candy/candy_12s.jpg	dishes		jar	manual	True	jar
snowplow/snowplow_12s.jpg	sw		snow	manual	True	snow
penguin/penguin_12s.jpg	sw		snow	manual	True	snow
marshmallow/marshmallow_13s.jpg	bowl	bowl			True	bowl
kite/kite_12s.jpg	clouds	cloud			True	cloud
broom/broom_12s.jpg	garden hose		hose	manual	True	hose
chalk/chalk_12s.jpg	table	table			True	table
beachball/beachball_12s.jpg	toes	toe			True	toe
toast/toast_12s.jpg	i came up with this ranch pasta after making recipes for a bridal shower  if you dont have day-old bread in your pantry		plate	manual	True	plate
dolphin/dolphin_12s.jpg	ocean		INVALID	manual	True	INVALID
computer_screen/computer_screen_12s.jpg	keyboard	keyboard			True	keyboard
aloe/aloe_12n.jpg	tree trunks	tree_trunk			True	tree_trunk
inhaler/inhaler_12s.jpg	man	man			True	man
syrup/syrup_12s.jpg	bottle	bottle			True	bottle
strawberry/strawberry_12n.jpg	hand	hand			True	hand
butterfly/butterfly_12n.jpg	flower	flower			True	flower
banana_split/banana_split_12s.jpg	baa 		jar	manual	True	jar
joystick/joystick_12s.jpg	laptop	laptop			True	laptop
chin/chin_12s.jpg	neck	neck			True	neck
meat/meat_12s.jpg	raw		tray	manual	True	tray
